metric,k1,k3,k5,k10,k20
NDCG,0.8893,0.9144,0.9208,0.9259,0.9298
MAP,0.8893,0.908,0.9116,0.9137,0.9148
MRR,0.8893,0.908,0.9116,0.9137,0.9148
Recall,0.8893,0.933,0.9485,0.964,0.9796
Precision,0.8893,0.311,0.1897,0.0964,0.049
