metric,k1,k3,k5,k10,k20
NDCG,0.0379,0.0666,0.0848,0.115,0.1484
MAP,0.0379,0.0591,0.0691,0.0814,0.0903
MRR,0.0389,0.0599,0.0701,0.0824,0.0915
Recall,0.0379,0.0885,0.1327,0.2277,0.361
Precision,0.0379,0.0295,0.0265,0.0228,0.0181
