metric,k1,k3,k5,k10,k20
NDCG,0.0125,0.0235,0.0261,0.041,0.0654
MAP,0.0125,0.0208,0.0222,0.0282,0.0349
MRR,0.0125,0.0208,0.0222,0.0282,0.0351
Recall,0.0125,0.0312,0.0375,0.0844,0.1812
Precision,0.0125,0.0104,0.0075,0.0084,0.0091
