metric,k1,k3,k5,k10,k20
NDCG,0.0092,0.0177,0.0247,0.034,0.0562
MAP,0.0092,0.0154,0.0192,0.023,0.0289
MRR,0.0108,0.0162,0.0206,0.0239,0.0298
Recall,0.0092,0.0246,0.0415,0.0708,0.16
Precision,0.0092,0.0082,0.0083,0.0071,0.008
