metric,k1,k3,k5,k10,k20
NDCG,0.0085,0.0193,0.0255,0.0418,0.0615
MAP,0.0085,0.0164,0.0198,0.0263,0.0316
MRR,0.0085,0.0164,0.0199,0.0263,0.0317
Recall,0.0085,0.0277,0.0431,0.0946,0.1731
Precision,0.0085,0.0092,0.0086,0.0095,0.0086
