metric,score_minimo,score_maximo,score_mean,score_median,score_std
hit@1,0.0,1.0,0.9166666666666666,1.0,0.27638539919628335
hit@k,0.0,1.0,0.9861111111111112,1.0,0.11702985796078276
context_relevance,0.0,1.0,0.9618055555555556,1.0,0.17509780115448567
