metric,score_minimo,score_maximo,score_mean,score_median,score_std
hit@1,0.0,1.0,0.9791183294663574,1.0,0.14298820360214015
hit@k,0.0,1.0,0.9924593967517401,1.0,0.08650862703171398
context_precision,0.0,0.99999999998,0.9836910285179993,0.9999999999,0.11156550656536894
context_utilization,0.0,0.99999999998,0.9844160865225455,0.9999999999,0.10887463957579889
context_relevance,0.0,1.0,0.9580916473317865,1.0,0.1573040369674034
