metric,score_minimo,score_maximo,score_mean,score_median,score_std
hit@1,0.0,1.0,0.06294964028776978,0.0,0.24287235963651804
hit@k,0.0,1.0,0.21223021582733814,0.0,0.40888696643109035
context_relevance,0.0,1.0,0.591726618705036,1.0,0.45033848669728094
