metric,score_minimo,score_maximo,score_mean,score_median,score_std
hit@1,0.0,1.0,0.968,1.0,0.17600000000000002
hit@k,0.0,1.0,0.992,1.0,0.08908422980528033
context_precision,0.0,0.99999999998,0.9747814813869878,0.9999999999,0.1274216195103378
context_utilization,0.0,0.99999999998,0.9752407406461323,0.9999999999,0.1271022548688724
context_relevance,0.0,1.0,0.9516666666666667,1.0,0.16856419812311538
