metric,k1,k3,k5,k10,k20
NDCG,0.9685,0.9779,0.9802,0.982,0.9824
MAP,0.9685,0.9756,0.9769,0.9777,0.9778
MRR,0.9685,0.9756,0.9769,0.9777,0.9778
Recall,0.9685,0.9846,0.99,0.9954,0.9969
Precision,0.9685,0.3282,0.198,0.0995,0.0498
