metric,k1,k3,k5,k10,k20
NDCG,0.9733,0.984,0.9843,0.9854,0.9859
MAP,0.9733,0.9817,0.9818,0.9823,0.9824
MRR,0.9733,0.9817,0.9818,0.9823,0.9824
Recall,0.9733,0.9907,0.9913,0.9947,0.9967
Precision,0.9733,0.3302,0.1983,0.0995,0.0498
