metric,k1,k3,k5,k10,k20
NDCG,0.4771,0.5399,0.5588,0.5749,0.5871
MAP,0.4771,0.5246,0.5352,0.5418,0.5452
MRR,0.4771,0.5247,0.5352,0.5418,0.5452
Recall,0.4771,0.5841,0.63,0.6798,0.7277
Precision,0.4771,0.1947,0.126,0.068,0.0364
