metric,k1,k3,k5,k10,k20
NDCG,0.2615,0.3112,0.3289,0.3509,0.3661
MAP,0.2615,0.2991,0.3089,0.318,0.3222
MRR,0.2615,0.2991,0.3089,0.318,0.3222
Recall,0.2615,0.3462,0.389,0.4568,0.5176
Precision,0.2615,0.1154,0.0778,0.0457,0.0259
