metric,k1,k3,k5,k10,k20
NDCG,0.0566,0.108,0.1346,0.1759,0.2055
MAP,0.0566,0.0947,0.1095,0.1262,0.1342
MRR,0.0576,0.0931,0.1086,0.1255,0.1336
Recall,0.0566,0.1466,0.2113,0.3408,0.4586
Precision,0.0566,0.0489,0.0423,0.0341,0.0229
