metric,k1,k3,k5,k10,k20
NDCG,0.9841,0.9899,0.9906,0.9912,0.9915
MAP,0.9841,0.9886,0.989,0.9892,0.9893
MRR,0.9841,0.9886,0.989,0.9892,0.9893
Recall,0.9841,0.9938,0.9954,0.9973,0.9983
Precision,0.9841,0.3313,0.1991,0.0997,0.0499
