metric,score_minimo,score_maximo,score_mean,score_median,score_std
hit@1,0.0,1.0,0.916923076923077,1.0,0.27599845638878867
context_relevance,0.0,1.0,0.9121153846153847,1.0,0.18609691993546656
context_precision,0.0,0.99999999998,0.9112040597489197,0.9999999999,0.24000043640751853
context_utilization,0.0,0.99999999998,0.9139914529112084,0.9999999999,0.23985598849042286
