metric,score_minimo,score_maximo,score_mean,score_median,score_std
hit@1,0.0,1.0,0.8077669902912621,1.0,0.3940551734047634
context_precision,0.0,0.999999999975,0.8509295286755393,0.9999999999,0.28567497532709674
context_utilization,0.0,0.999999999975,0.8570475259661632,0.9999999999,0.2810409806595732
context_relevance,0.0,1.0,0.9631067961165048,1.0,0.16219985949387325
