metric,k1,k3,k5,k10,k20
NDCG,0.9363,0.9564,0.9603,0.9625,0.964
MAP,0.9363,0.9518,0.954,0.9549,0.9553
MRR,0.9367,0.952,0.9542,0.9551,0.9555
Recall,0.9363,0.9695,0.9789,0.9857,0.9918
Precision,0.9363,0.3232,0.1958,0.0986,0.0496
