metric,k1,k3,k5,k10,k20
NDCG,0.997,0.9987,0.9987,0.9987,0.9987
MAP,0.997,0.9983,0.9983,0.9983,0.9983
MRR,0.997,0.9983,0.9983,0.9983,0.9983
Recall,0.997,0.9998,0.9998,0.9998,0.9998
Precision,0.997,0.3332,0.1999,0.1,0.05
