metric,k1,k3,k5,k10,k20
NDCG,0.9978,0.9992,0.9992,0.9992,0.9992
MAP,0.9978,0.9989,0.9989,0.9989,0.9989
MRR,0.9978,0.9989,0.9989,0.9989,0.9989
Recall,0.9978,1.0,1.0,1.0,1.0
Precision,0.9978,0.3333,0.2,0.1,0.05
