metric,k1,k3,k5,k10,k20
NDCG,0.9832,0.9901,0.9921,0.9921,0.9921
MAP,0.9832,0.9884,0.9895,0.9895,0.9895
MRR,0.9832,0.9884,0.9895,0.9895,0.9895
Recall,0.9832,0.9952,1.0,1.0,1.0
Precision,0.9832,0.3317,0.2,0.1,0.05
