metric,k1,k3,k5,k10,k20
NDCG,0.992,0.9952,0.9959,0.9962,0.9963
MAP,0.992,0.9945,0.9949,0.995,0.9951
MRR,0.992,0.9945,0.9949,0.9951,0.9951
Recall,0.992,0.9973,0.9989,0.9997,1.0
Precision,0.992,0.3324,0.1998,0.1,0.05
