metric,k1,k3,k5,k10,k20
NDCG,0.6515,0.8007,0.8098,0.8165,0.8209
MAP,0.6515,0.7679,0.7729,0.7758,0.777
MRR,0.6516,0.7665,0.7721,0.7751,0.7763
Recall,0.6515,0.8942,0.9162,0.9368,0.9541
Precision,0.6515,0.2981,0.1832,0.0937,0.0477
