metric,k1,k3,k5,k10,k20
NDCG,0.9385,0.947,0.9496,0.9536,0.9575
MAP,0.9385,0.9451,0.9466,0.9483,0.9494
MRR,0.9385,0.9451,0.9466,0.9483,0.9494
Recall,0.9385,0.9523,0.9585,0.9708,0.9861
Precision,0.9385,0.3174,0.1917,0.0971,0.0493
