metric,k1,k3,k5,k10,k20
NDCG,0.8238,0.8854,0.9198,0.9198,0.9198
MAP,0.4123,0.8429,0.8756,0.8756,0.8756
MRR,0.9763,0.9872,0.9872,0.9872,0.9872
Recall,0.4123,0.9347,1.0,1.0,1.0
Precision,0.8238,0.623,0.3999,0.2,0.1
