metric,k1,k3,k5,k10,k20
NDCG,0.9968,0.9981,0.9983,0.9983,0.9984
MAP,0.9968,0.9978,0.998,0.998,0.998
MRR,0.9968,0.9978,0.9979,0.9979,0.998
Recall,0.9968,0.999,0.9995,0.9995,0.9998
Precision,0.9968,0.333,0.1999,0.0999,0.05
