metric,k1,k3,k5,k10,k20
NDCG,0.9934,0.9934,0.9942,0.9942,0.9942
MAP,0.9934,0.9934,0.9938,0.9938,0.9938
MRR,0.9934,0.9934,0.9938,0.9938,0.9938
Recall,0.9934,0.9934,0.9956,0.9956,0.9956
Precision,0.9934,0.3311,0.1991,0.0996,0.0498
