metric,k1,k3,k5,k10,k20
NDCG,0.0156,0.0289,0.0328,0.0627,0.0941
MAP,0.0156,0.025,0.0272,0.0393,0.0474
MRR,0.0156,0.025,0.0272,0.0394,0.0475
Recall,0.0156,0.0406,0.05,0.1437,0.2719
Precision,0.0156,0.0135,0.01,0.0144,0.0136
