metric,k1,k3,k5,k10,k20
NDCG,0.0177,0.0344,0.0433,0.0677,0.1057
MAP,0.0177,0.0302,0.0351,0.0448,0.0552
MRR,0.0177,0.0302,0.0351,0.0448,0.0553
Recall,0.0177,0.0465,0.0686,0.146,0.2965
Precision,0.0177,0.0155,0.0137,0.0146,0.0148
