metric,k1,k3,k5,k10,k20
NDCG,0.9321,0.963,0.9663,0.9668,0.9671
MAP,0.9321,0.956,0.9579,0.9581,0.9582
MRR,0.9321,0.956,0.9579,0.9581,0.9582
Recall,0.9321,0.983,0.9907,0.9923,0.9938
Precision,0.9321,0.3277,0.1981,0.0992,0.0497
