metric,k1,k3,k5,k10,k20
NDCG,0.9614,0.982,0.9834,0.9839,0.9839
MAP,0.9614,0.9774,0.9781,0.9784,0.9784
MRR,0.9614,0.9774,0.9781,0.9784,0.9784
Recall,0.9614,0.9954,0.9985,1.0,1.0
Precision,0.9614,0.3318,0.1997,0.1,0.05
