metric,k1,k3,k5,k10,k20
NDCG,0.2654,0.3489,0.3716,0.3904,0.4108
MAP,0.2654,0.3277,0.3402,0.3482,0.3538
MRR,0.2654,0.3277,0.3402,0.3482,0.3538
Recall,0.2654,0.4105,0.4661,0.5232,0.6034
Precision,0.2654,0.1368,0.0932,0.0523,0.0302
