metric,k1,k3,k5,k10,k20
NDCG,0.19,0.2382,0.2504,0.2672,0.2798
MAP,0.19,0.2261,0.2329,0.24,0.2435
MRR,0.19,0.2261,0.2329,0.24,0.2435
Recall,0.19,0.2733,0.3027,0.354,0.404
Precision,0.19,0.0911,0.0605,0.0354,0.0202
