metric,k1,k3,k5,k10,k20
NDCG,0.1042,0.1403,0.152,0.1655,0.1753
MAP,0.1042,0.1313,0.1377,0.1433,0.146
MRR,0.1043,0.1314,0.1378,0.1434,0.1461
Recall,0.1042,0.1664,0.1949,0.2364,0.2754
Precision,0.1042,0.0555,0.039,0.0236,0.0138
