metric,k1,k3,k5,k10,k20
NDCG,0.4185,0.5023,0.5229,0.5396,0.5502
MAP,0.4185,0.4817,0.4931,0.5,0.5029
MRR,0.4185,0.4817,0.4933,0.5001,0.5031
Recall,0.4185,0.562,0.6121,0.6639,0.7052
Precision,0.4185,0.1873,0.1224,0.0664,0.0353
