metric,k1,k3,k5,k10,k20
NDCG,0.2456,0.2823,0.2939,0.306,0.316
MAP,0.2456,0.2735,0.2798,0.2848,0.2876
MRR,0.2456,0.2735,0.2798,0.2848,0.2876
Recall,0.2456,0.3078,0.3359,0.3735,0.413
Precision,0.2456,0.1026,0.0672,0.0374,0.0207
