metric,k1,k3,k5,k10,k20
NDCG,0.0308,0.0354,0.0459,0.0699,0.1049
MAP,0.0118,0.0203,0.0266,0.0363,0.046
MRR,0.0308,0.0513,0.0676,0.0844,0.0966
Recall,0.0118,0.0315,0.0556,0.1138,0.2127
Precision,0.0308,0.0286,0.0331,0.0355,0.0342
