metric,k1,k3,k5,k10,k20
NDCG,0.2668,0.3271,0.3449,0.3662,0.386
MAP,0.2668,0.3124,0.3221,0.3311,0.3365
MRR,0.2668,0.3124,0.3221,0.331,0.3365
Recall,0.2668,0.3697,0.4133,0.4786,0.557
Precision,0.2668,0.1232,0.0827,0.0479,0.0278
