metric,k1,k3,k5,k10,k20
NDCG,0.1308,0.1634,0.1745,0.1862,0.199
MAP,0.1308,0.1552,0.1614,0.1662,0.1697
MRR,0.1308,0.1552,0.1614,0.1662,0.1697
Recall,0.1308,0.1871,0.2142,0.2504,0.301
Precision,0.1308,0.0624,0.0428,0.025,0.015
