metric,k1,k3,k5,k10,k20
NDCG,0.3293,0.3898,0.4162,0.4437,0.4662
MAP,0.3293,0.375,0.3894,0.401,0.4072
MRR,0.3293,0.375,0.3894,0.401,0.4072
Recall,0.3293,0.4327,0.4976,0.5817,0.6707
Precision,0.3293,0.1442,0.0995,0.0582,0.0335
