metric,k1,k3,k5,k10,k20
NDCG,0.0745,0.0984,0.1074,0.119,0.1279
MAP,0.0745,0.0925,0.0976,0.1023,0.1047
MRR,0.0745,0.0925,0.0976,0.1023,0.1047
Recall,0.0745,0.1154,0.137,0.1731,0.2091
Precision,0.0745,0.0385,0.0274,0.0173,0.0105
