metric,k1,k3,k5,k10,k20
NDCG,0.0414,0.0532,0.0589,0.0668,0.0731
MAP,0.0414,0.0502,0.0534,0.0567,0.0584
MRR,0.0414,0.0502,0.0534,0.0567,0.0584
Recall,0.0414,0.062,0.0757,0.1001,0.1248
Precision,0.0414,0.0207,0.0151,0.01,0.0062
