metric,k1,k3,k5,k10,k20
NDCG,0.0313,0.0419,0.048,0.0543,0.0619
MAP,0.0313,0.0392,0.0426,0.0452,0.0473
MRR,0.0313,0.0392,0.0426,0.0452,0.0473
Recall,0.0313,0.0495,0.0645,0.0839,0.1138
Precision,0.0313,0.0165,0.0129,0.0084,0.0057
