metric,k1,k3,k5,k10,k20
NDCG,0.0105,0.0176,0.0208,0.0242,0.0287
MAP,0.0105,0.0159,0.0176,0.019,0.0202
MRR,0.0104,0.016,0.0177,0.0191,0.0203
Recall,0.0105,0.0228,0.0305,0.041,0.059
Precision,0.0105,0.0076,0.0061,0.0041,0.0029
