metric,k1,k3,k5,k10,k20
NDCG,0.9306,0.9375,0.9435,0.9435,0.9435
MAP,0.9306,0.9352,0.9387,0.9387,0.9387
MRR,0.9306,0.9352,0.9387,0.9387,0.9387
Recall,0.9306,0.9444,0.9583,0.9583,0.9583
Precision,0.9306,0.3148,0.1917,0.0958,0.0479
