metric,k1,k3,k5,k10,k20
NDCG,0.0076,0.0109,0.0119,0.0144,0.0165
MAP,0.0076,0.0101,0.0107,0.0117,0.0122
MRR,0.0076,0.0101,0.0107,0.0117,0.0122
Recall,0.0076,0.0132,0.0157,0.0234,0.0318
Precision,0.0076,0.0044,0.0031,0.0023,0.0016
