metric,k1,k3,k5,k10,k20
NDCG,0.0127,0.0267,0.0377,0.0603,0.0925
MAP,0.0127,0.0228,0.0289,0.0381,0.0467
MRR,0.0127,0.0229,0.0292,0.0383,0.0469
Recall,0.0127,0.0381,0.0649,0.1354,0.2645
Precision,0.0127,0.0127,0.013,0.0135,0.0132
