metric,k1,k3,k5,k10,k20
NDCG,0.9677,0.9772,0.98,0.9818,0.982
MAP,0.9677,0.9749,0.9765,0.9772,0.9773
MRR,0.9677,0.9749,0.9764,0.9773,0.9773
Recall,0.9677,0.9839,0.9908,0.9961,0.9969
Precision,0.9677,0.328,0.1981,0.0996,0.0498
