metric,k1,k3,k5,k10,k20
NDCG,0.7818,0.8532,0.9015,0.9015,0.9015
MAP,0.3912,0.8027,0.8484,0.8484,0.8484
MRR,0.9345,0.9639,0.9639,0.9639,0.9639
Recall,0.3912,0.9086,1.0,1.0,1.0
Precision,0.7818,0.6056,0.3999,0.2,0.1
