metric,k1,k3,k5,k10,k20
NDCG,0.0001,0.0002,0.0003,0.0005,0.0008
MAP,0.0001,0.0002,0.0003,0.0003,0.0004
MRR,0.0001,0.0002,0.0002,0.0003,0.0004
Recall,0.0001,0.0004,0.0006,0.0012,0.0021
Precision,0.0001,0.0001,0.0001,0.0001,0.0001
