metric,k1,k3,k5,k10,k20
NDCG,0.0003,0.0047,0.0073,0.0117,0.0149
MAP,0.0003,0.0035,0.005,0.0068,0.0076
MRR,0.0,0.0004,0.0005,0.0008,0.001
Recall,0.0003,0.0081,0.0144,0.0282,0.0407
Precision,0.0003,0.0027,0.0029,0.0028,0.002
