metric,k1,k3,k5,k10,k20
NDCG,0.0007,0.0024,0.0024,0.0032,0.0045
MAP,0.0007,0.002,0.002,0.0023,0.0026
MRR,0.0007,0.0016,0.0017,0.0019,0.0024
Recall,0.0007,0.0033,0.0033,0.006,0.0113
Precision,0.0007,0.0011,0.0007,0.0006,0.0006
