metric,k1,k3,k5,k10,k20
NDCG,0.8873,0.9328,0.9384,0.9419,0.943
MAP,0.8873,0.9218,0.9249,0.9263,0.9266
MRR,0.8873,0.9218,0.9249,0.9263,0.9266
Recall,0.8873,0.9645,0.9784,0.9892,0.9938
Precision,0.8873,0.3215,0.1957,0.0989,0.0497
