metric,k1,k3,k5,k10,k20
NDCG,0.9791,0.9872,0.9881,0.9889,0.9892
MAP,0.9791,0.9854,0.9858,0.9862,0.9863
MRR,0.9791,0.9854,0.9858,0.9862,0.9863
Recall,0.9791,0.9926,0.9946,0.9973,0.9981
Precision,0.9791,0.3308,0.1989,0.0997,0.0499
