metric,k1,k3,k5,k10,k20
NDCG,0.8889,0.9415,0.9528,0.9528,0.9528
MAP,0.8889,0.9306,0.9368,0.9368,0.9368
MRR,0.8889,0.9306,0.9368,0.9368,0.9368
Recall,0.8889,0.9722,1.0,1.0,1.0
Precision,0.8889,0.3241,0.2,0.1,0.05
