metric,k1,k3,k5,k10,k20
NDCG,0.9656,0.9784,0.9801,0.9816,0.9821
MAP,0.9656,0.9755,0.9765,0.9771,0.9773
MRR,0.9656,0.9755,0.9765,0.9771,0.9773
Recall,0.9656,0.9867,0.9908,0.9952,0.9973
Precision,0.9656,0.3289,0.1981,0.0995,0.0499
