metric,k1,k3,k5,k10,k20
NDCG,0.0131,0.0285,0.0367,0.053,0.0746
MAP,0.0131,0.0246,0.029,0.0357,0.0416
MRR,0.0131,0.025,0.0292,0.0361,0.0419
Recall,0.0131,0.04,0.06,0.1108,0.1969
Precision,0.0131,0.0133,0.012,0.0111,0.0098
