metric,k1,k3,k5,k10,k20
NDCG,0.0108,0.025,0.0339,0.0514,0.0711
MAP,0.0108,0.021,0.026,0.0329,0.038
MRR,0.0108,0.021,0.0259,0.033,0.0381
Recall,0.0108,0.0369,0.0585,0.1139,0.1938
Precision,0.0108,0.0123,0.0117,0.0114,0.0097
