metric,k1,k3,k5,k10,k20
NDCG,0.0292,0.0531,0.0676,0.0891,0.1199
MAP,0.0292,0.0468,0.0549,0.0635,0.0718
MRR,0.0292,0.0473,0.0554,0.064,0.0723
Recall,0.0292,0.0713,0.1066,0.1748,0.2975
Precision,0.0292,0.0238,0.0213,0.0175,0.0149
