metric,k1,k3,k5,k10,k20
NDCG,0.8021,0.8541,0.8644,0.8716,0.8767
MAP,0.8021,0.8418,0.8475,0.8505,0.8519
MRR,0.8021,0.8418,0.8475,0.8505,0.8519
Recall,0.8021,0.8895,0.9144,0.9367,0.9569
Precision,0.8021,0.2965,0.1829,0.0937,0.0478
