metric,k1,k3,k5,k10,k20
NDCG,0.0266,0.0571,0.0743,0.0987,0.1344
MAP,0.0266,0.0487,0.0582,0.0683,0.078
MRR,0.0265,0.0501,0.0594,0.0693,0.0787
Recall,0.0266,0.0819,0.1239,0.1991,0.3407
Precision,0.0266,0.0273,0.0248,0.0199,0.017
