metric,k1,k3,k5,k10,k20
NDCG,0.9641,0.9766,0.978,0.9796,0.98
MAP,0.9641,0.9737,0.9745,0.9751,0.9752
MRR,0.9641,0.9737,0.9745,0.9751,0.9752
Recall,0.9641,0.9851,0.9886,0.9934,0.995
Precision,0.9641,0.3284,0.1977,0.0993,0.0498
