metric,k1,k3,k5,k10,k20
NDCG,0.9591,0.9715,0.9744,0.9775,0.9775
MAP,0.9591,0.9684,0.9699,0.9712,0.9712
MRR,0.9591,0.9683,0.9699,0.9712,0.9712
Recall,0.9591,0.9808,0.988,0.9976,0.9976
Precision,0.9591,0.3269,0.1976,0.0998,0.0499
