metric,k1,k3,k5,k10,k20
NDCG,0.7162,0.7729,0.786,0.7974,0.805
MAP,0.7162,0.7594,0.7666,0.7714,0.7735
MRR,0.7162,0.7594,0.7666,0.7714,0.7735
Recall,0.7162,0.8116,0.8436,0.8788,0.9087
Precision,0.7162,0.2705,0.1687,0.0879,0.0454
